web-scraper-order,web-scraper-start-url,category,category-href,sub-category,sub-category-href,product-link,product-link-href,name,price,description,img-src
1720548476-22,https://www.nike.com/ca/men,Best Sellers,https://www.nike.com/ca/w/mens-best-76m50znik1,Shoes,https://www.nike.com/ca/w/mens-best-shoes-76m50znik1zy7ok,"<img alt=""Nike Mercurial Vapor 16 Elite Blueprint FG Low-Top Football Boot"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/mercurial-vapor-16-elite-blueprint-fg-low-top-football-boot-7zfCZq/HJ4188-100,Nike Mercurial Vapor 16 Elite Blueprint,$360,"Obsessed with speed? We engineered the Air Zoom unit in the Vapor 16 Elite to the exact specifications of championship athletes. It gives you the propulsive feel you need to break through the back line. The result is the most responsive Mercurial we've ever made, because you demand greatness from yourself and your footwear.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/0c3614d2-4d0d-459e-9d5b-64b0cf988e43/mercurial-vapor-16-elite-blueprint-fg-low-top-football-boot-7zfCZq.png"
1720548477-19,https://www.nike.com/ca/men,Best Sellers,https://www.nike.com/ca/w/mens-best-76m50znik1,Shoes,https://www.nike.com/ca/w/mens-best-shoes-76m50znik1zy7ok,"<img alt=""Air Jordan 1 Retro High OG Men&#x27;s Shoes"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/air-jordan-1-retro-high-og-shoes-BFqZfb/DZ5485-130,Air Jordan 1 Retro High OG,$235,"The Air Jordan 1 Retro High remakes the classic sneaker, giving you a fresh look with a familiar feel. Premium materials with new colours and textures give modern expression to an all-time favourite.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco,u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/8402492b-1d6c-4811-af0f-4e3090c2ab59/air-jordan-1-retro-high-og-shoes-BFqZfb.png"
1720548479-20,https://www.nike.com/ca/men,Best Sellers,https://www.nike.com/ca/w/mens-best-76m50znik1,Shoes,https://www.nike.com/ca/w/mens-best-shoes-76m50znik1zy7ok,"<img alt=""Nike Dunk Low Retro Men&#x27;s Shoe"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/dunk-low-retro-shoe-mhrtZC/DD1391-100,Nike Dunk Low Retro,$150,"Created for the hardwood but taken to the streets, the Nike Dunk Low Retro returns with crisp overlays and original team colours. This basketball icon channels '80s vibes with premium leather in the upper that looks good and breaks in even better. Modern footwear technology helps bring the comfort into the 21st century.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/b1bcbca4-e853-4df7-b329-5be3c61ee057/dunk-low-retro-shoe-mhrtZC.png"
1720548480-23,https://www.nike.com/ca/men,Best Sellers,https://www.nike.com/ca/w/mens-best-76m50znik1,Shoes,https://www.nike.com/ca/w/mens-best-shoes-76m50znik1zy7ok,"<img alt=""Nike Pegasus 41 Blueprint Men&#x27;s Road Running Shoes"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/pegasus-41-blueprint-road-running-shoes-lBNjJR/HF0013-900,Nike Pegasus 41 Blueprint,$180,"Responsive cushioning in the Pegasus provides an energised ride for everyday road running. Experience lighter-weight energy return with dual Air Zoom units and a ReactX foam midsole. Plus, improved engineered mesh on the upper decreases weight and increases breathability.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/8a9db44d-ee3b-42ab-88ea-2c48d37bc9ba/pegasus-41-blueprint-road-running-shoes-lBNjJR.png"
1720548481-21,https://www.nike.com/ca/men,Best Sellers,https://www.nike.com/ca/w/mens-best-76m50znik1,Shoes,https://www.nike.com/ca/w/mens-best-shoes-76m50znik1zy7ok,"<img alt=""Nike Air Force 1 Flyknit 2.0 Shoes"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/air-force-1-flyknit-2-shoes-DDsg2r/AV3042-100,Nike Air Force 1 Flyknit 2.0,$170,"Inspired by the shoe that's been reigning the courts since 1982, the Nike Air Force 1 Flyknit 2.0 brings back the AF-1 in a lighter-than-ever design.Rocking Flyknit construction with classic AF-1 design lines, it serves up old-school hoops vibes with a featherweight feel.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/n8n760mung63zqbiuatq/air-force-1-flyknit-2-shoes-DDsg2r.png"
1720548484-22,https://www.nike.com/ca/men,Best Sellers,https://www.nike.com/ca/w/mens-best-76m50znik1,Shoes,https://www.nike.com/ca/w/mens-best-shoes-76m50znik1zy7ok,"<img alt=""Nike Mercurial Vapor 16 Elite Blueprint FG Low-Top Football Boot"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/mercurial-vapor-16-elite-blueprint-fg-low-top-football-boot-7zfCZq/HJ4188-100,Nike Mercurial Vapor 16 Elite Blueprint,$360,"Obsessed with speed? We engineered the Air Zoom unit in the Vapor 16 Elite to the exact specifications of championship athletes. It gives you the propulsive feel you need to break through the back line. The result is the most responsive Mercurial we've ever made, because you demand greatness from yourself and your footwear.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/0c3614d2-4d0d-459e-9d5b-64b0cf988e43/mercurial-vapor-16-elite-blueprint-fg-low-top-football-boot-7zfCZq.png"
1720548486-23,https://www.nike.com/ca/men,Best Sellers,https://www.nike.com/ca/w/mens-best-76m50znik1,Shoes,https://www.nike.com/ca/w/mens-best-shoes-76m50znik1zy7ok,"<img alt=""Nike Pegasus 41 Blueprint Men&#x27;s Road Running Shoes"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/pegasus-41-blueprint-road-running-shoes-lBNjJR/HF0013-900,Nike Pegasus 41 Blueprint,$180,"Responsive cushioning in the Pegasus provides an energised ride for everyday road running. Experience lighter-weight energy return with dual Air Zoom units and a ReactX foam midsole. Plus, improved engineered mesh on the upper decreases weight and increases breathability.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/8a9db44d-ee3b-42ab-88ea-2c48d37bc9ba/pegasus-41-blueprint-road-running-shoes-lBNjJR.png"
1720548490-24,https://www.nike.com/ca/men,Just Released,https://www.nike.com/ca/w/new-mens-3n82yznik1,Hoodies & Sweatshirts,https://www.nike.com/ca/w/new-mens-hoodies-sweatshirts-3n82yz6riveznik1,"<img alt=""Nike Sportswear Club Men&#x27;s Full-Zip Hoodie"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/sportswear-club-hoodie-26zWR3/BV2648-410,Nike Sportswear Club,$95,"The Nike Sportswear Club Hoodie lends a classic look to simple, street-ready style. Crafted from soft French terry fabric, it's got you covered for all-day comfort.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/a8a10b7d-9790-4941-b240-f30d2f79d953/sportswear-club-hoodie-26zWR3.png"
1720548493-24,https://www.nike.com/ca/men,Just Released,https://www.nike.com/ca/w/new-mens-3n82yznik1,Hoodies & Sweatshirts,https://www.nike.com/ca/w/new-mens-hoodies-sweatshirts-3n82yz6riveznik1,"<img alt=""Nike Sportswear Club Men&#x27;s Full-Zip Hoodie"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/sportswear-club-hoodie-26zWR3/BV2648-410,Nike Sportswear Club,$95,"The Nike Sportswear Club Hoodie lends a classic look to simple, street-ready style. Crafted from soft French terry fabric, it's got you covered for all-day comfort.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/a8a10b7d-9790-4941-b240-f30d2f79d953/sportswear-club-hoodie-26zWR3.png"
1720548494-25,https://www.nike.com/ca/men,Just Released,https://www.nike.com/ca/w/new-mens-3n82yznik1,Hoodies & Sweatshirts,https://www.nike.com/ca/w/new-mens-hoodies-sweatshirts-3n82yz6riveznik1,"<img alt=""Liverpool F.C. Club Men&#x27;s Nike Football Pullover Hoodie"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/liverpool-fc-club-football-pullover-hoodie-CxT0TV/FQ3004-661,Liverpool F.C. Club,$95,"We took an everyday classic and infused it with Liverpool pride to create a comfortable staple you'll wear again and again. Crafted from midweight brushed fleece that feels extra soft on the inside and smooth on the outside, it helps you stay cosy while keeping its structured shape.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/460da75e-1207-45fb-a183-a4423784a108/liverpool-fc-club-football-pullover-hoodie-CxT0TV.png"
1720548495-25,https://www.nike.com/ca/men,Just Released,https://www.nike.com/ca/w/new-mens-3n82yznik1,Hoodies & Sweatshirts,https://www.nike.com/ca/w/new-mens-hoodies-sweatshirts-3n82yz6riveznik1,"<img alt=""Liverpool F.C. Club Men&#x27;s Nike Football Pullover Hoodie"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/liverpool-fc-club-football-pullover-hoodie-CxT0TV/FQ3004-661,Liverpool F.C. Club,$95,"We took an everyday classic and infused it with Liverpool pride to create a comfortable staple you'll wear again and again. Crafted from midweight brushed fleece that feels extra soft on the inside and smooth on the outside, it helps you stay cosy while keeping its structured shape.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/460da75e-1207-45fb-a183-a4423784a108/liverpool-fc-club-football-pullover-hoodie-CxT0TV.png"
1720548497-26,https://www.nike.com/ca/men,Just Released,https://www.nike.com/ca/w/new-mens-3n82yznik1,Hoodies & Sweatshirts,https://www.nike.com/ca/w/new-mens-hoodies-sweatshirts-3n82yz6riveznik1,"<img alt=""Jordan MVP Men&#x27;s Fleece Pullover Hoodie"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/jordan-mvp-fleece-pullover-hoodie-TS4wn4/FV7227-366,Jordan MVP,$100,"Bold Jordan style. Classic comfort. Smooth on the outside and brushed soft on the inside, this lightweight fleece hoodie is an easy layer when you want a little extra warmth.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco,u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/4c13e6de-9f5c-4a50-ba4d-e4ce0a5908d0/jordan-mvp-fleece-pullover-hoodie-TS4wn4.png"
1720548500-27,https://www.nike.com/ca/men,Just Released,https://www.nike.com/ca/w/new-mens-3n82yznik1,Hoodies & Sweatshirts,https://www.nike.com/ca/w/new-mens-hoodies-sweatshirts-3n82yz6riveznik1,"<img alt=""Nike Standard Issue Men&#x27;s Dri-FIT Full-Zip Basketball Hoodie"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/standard-issue-dri-fit-basketball-hoodie-mv44CS/FZ0222-010,Nike Standard Issue,$120,"Nike's Standard Issue Collection is where classic style meets modern performance. This full-zip hoodie is all about versatility with a full-zip design and soft, smooth fleece fabric. Moisture-wicking technology helps you stay dry throughout the day.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/2c914259-13df-4b32-a3cc-40d86c6d86b8/standard-issue-dri-fit-basketball-hoodie-mv44CS.png"
1720548501-27,https://www.nike.com/ca/men,Just Released,https://www.nike.com/ca/w/new-mens-3n82yznik1,Hoodies & Sweatshirts,https://www.nike.com/ca/w/new-mens-hoodies-sweatshirts-3n82yz6riveznik1,"<img alt=""Nike Standard Issue Men&#x27;s Dri-FIT Full-Zip Basketball Hoodie"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/standard-issue-dri-fit-basketball-hoodie-mv44CS/FZ0222-010,Nike Standard Issue,$120,"Nike's Standard Issue Collection is where classic style meets modern performance. This full-zip hoodie is all about versatility with a full-zip design and soft, smooth fleece fabric. Moisture-wicking technology helps you stay dry throughout the day.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/2c914259-13df-4b32-a3cc-40d86c6d86b8/standard-issue-dri-fit-basketball-hoodie-mv44CS.png"
1720548503-28,https://www.nike.com/ca/men,Just Released,https://www.nike.com/ca/w/new-mens-3n82yznik1,Hoodies & Sweatshirts,https://www.nike.com/ca/w/new-mens-hoodies-sweatshirts-3n82yz6riveznik1,"<img alt=""France Men&#x27;s Jordan Dri-FIT ADV Basketball Game Jacket"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/france-jordan-dri-fit-adv-basketball-game-jacket-5wswX6/FZ1627-441,France,$220,Rep your nation in this France basketball jacket. Advanced sweat-wicking tech helps keep you dry and comfortable while squad details let your rep your country with every shot.,"https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/1d558e04-41ac-4de4-8e26-37380d95f493/france-jordan-dri-fit-adv-basketball-game-jacket-5wswX6.png"
1720548506-29,https://www.nike.com/ca/men,Just Released,https://www.nike.com/ca/w/new-mens-3n82yznik1,Hoodies & Sweatshirts,https://www.nike.com/ca/w/new-mens-hoodies-sweatshirts-3n82yz6riveznik1,"<img alt=""Jordan Flight Fleece Men&#x27;s Pullover Hoodie"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/jordan-flight-fleece-pullover-hoodie-rPmG3w/FV7247-091,Jordan Flight Fleece,$120,"We've put a cosy spin on a Jordan must-have. Smooth on the outside and brushed soft on the inside, this midweight fleece hoodie is all about casual comfort. Slightly dropped shoulders and a traditional fit give it a classic feel.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco,u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/78066296-c741-47ba-951f-97c6dbf6e64c/jordan-flight-fleece-pullover-hoodie-rPmG3w.png"
1720548507-29,https://www.nike.com/ca/men,Just Released,https://www.nike.com/ca/w/new-mens-3n82yznik1,Hoodies & Sweatshirts,https://www.nike.com/ca/w/new-mens-hoodies-sweatshirts-3n82yz6riveznik1,"<img alt=""Jordan Flight Fleece Men&#x27;s Pullover Hoodie"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/jordan-flight-fleece-pullover-hoodie-rPmG3w/FV7247-091,Jordan Flight Fleece,$120,"We've put a cosy spin on a Jordan must-have. Smooth on the outside and brushed soft on the inside, this midweight fleece hoodie is all about casual comfort. Slightly dropped shoulders and a traditional fit give it a classic feel.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco,u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/78066296-c741-47ba-951f-97c6dbf6e64c/jordan-flight-fleece-pullover-hoodie-rPmG3w.png"
1720548509-30,https://www.nike.com/ca/men,Just Released,https://www.nike.com/ca/w/new-mens-3n82yznik1,Hoodies & Sweatshirts,https://www.nike.com/ca/w/new-mens-hoodies-sweatshirts-3n82yz6riveznik1,"<img alt=""Tottenham Hotspur Club Men&#x27;s Nike Football Pullover Hoodie"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/tottenham-hotspur-club-football-pullover-hoodie-stwm7r/FQ3006-424,Tottenham Hotspur Club,$95,"We've taken an everyday classic and infused it with Tottenham pride to create a comfortable staple you'll wear again and again. Crafted from midweight brushed fleece that feels extra soft on the inside and smooth on the outside, it helps you stay cosy while keeping its structured shape.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/d74ea8b4-2375-4407-8d51-b67cd622f719/tottenham-hotspur-club-football-pullover-hoodie-stwm7r.png"
1720548511-31,https://www.nike.com/ca/men,Just Released,https://www.nike.com/ca/w/new-mens-3n82yznik1,Hoodies & Sweatshirts,https://www.nike.com/ca/w/new-mens-hoodies-sweatshirts-3n82yz6riveznik1,"<img alt=""Nike Solo Swoosh Men&#x27;s Fleece Crew"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/solo-swoosh-fleece-crew-TKDGzc/DX1361-626,Nike Solo Swoosh,$110,"Celebrate the power and simplicity of the Swoosh. This warm fleece crew is made with some extra room through the shoulders, chest and body for easy comfort and laid-back, nostalgic style. Stretchy ribbed openings help hold the crew in place when you move and seal in your body heat when the weather cools.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/fd086658-c642-4924-a6b7-4ac98432d830/solo-swoosh-fleece-crew-TKDGzc.png"
1720548514-32,https://www.nike.com/ca/men,Just Released,https://www.nike.com/ca/w/new-mens-3n82yznik1,Hoodies & Sweatshirts,https://www.nike.com/ca/w/new-mens-hoodies-sweatshirts-3n82yz6riveznik1,"<img alt=""Nike Golf Club Men&#x27;s Golf Hoodie"" class=""product-card__hero-image css-1fxh5tw"" height=""400"" loading=""lazy"" width=""400""/>",https://www.nike.com/ca/t/golf-club-golf-hoodie-mSFWkX/FQ1145-231,Nike Golf Club,$100,"This casual golf sweatshirt is made from soft, warm fleece. Its loose fit is designed for comfortable movement. Mesh-lined vents at the elbow provide extra breathability.","https://static.nike.com/a/images/t_PDP_1728_v1/f_auto,q_auto:eco/81e7b1dd-1457-4179-8281-71aa924eeb0b/golf-club-golf-hoodie-mSFWkX.png"
